national_number,version,description
0085,Brilliant Diamond / Shining Pearl,"When Doduo evolves into this odd breed, one of its heads splits into two. This Pokémon runs at nearly 40 mph."
0086,Red / Blue,The protruding horn on its head is very hard. It is used for bashing through thick ice.
0086,Yellow,Loves freezing cold conditions. Relishes swimming in a frigid climate of around 14F degrees.
0086,Gold,"Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas."
0086,Silver,"In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims."
0086,Crystal,The light blue fur that covers it keeps it protected against the cold. It loves iceberg-filled oceans.
0086,Ruby / Sapphire,"SEEL hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
0086,FireRed,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit."
0086,LeafGreen,The protruding horn on its head is very hard. It is used for bashing through thick icebergs.
0086,Emerald,"SEEL hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
0086,Diamond / Pearl / Platinum,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
0086,HeartGold,"Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas."
0086,SoulSilver,"In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims."
0086,Black / White,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
0086,Black 2 / White 2,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice."
0086,X,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
0086,Y,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of -40 degrees Fahrenheit."
0086,Omega Ruby / Alpha Sapphire,"Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
0086,Ultra Sun,It has always been supposed that Seel live only in cold seas. Their having shown up in Alola is a mystery.
0086,Ultra Moon,"Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters."
0086,Let's Go Pikachu / Let's Go Eevee,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.
0086,Brilliant Diamond / Shining Pearl,This Pokémon lives on icebergs. It uses the sharp point on its head to break up ice as it swims in the sea.
0087,Red / Blue,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
0087,Yellow,"Its entire body is a snowy-white. Unharmed by even intense cold, it swims powerfully in icy waters."
0087,Gold,"Its streamlined body has little drag in water. The colder the temperature, the friskier it gets."
0087,Silver,It loves frigid seas with ice floes. It uses its long tail to change swimming direction quickly.
0087,Crystal,"It sleeps under shallow ocean waters during the day, then looks for food at night when it’s cold."
0087,Ruby / Sapphire,DEWGONG loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
0087,FireRed,"Its body is covered with a pure white fur. The colder the weather, the more active it becomes."
0087,LeafGreen,It stores thermal energy in the body. It swims at a steady eight knots even in intensely cold waters.
0087,Emerald,It loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
0087,Diamond / Pearl / Platinum,"In snow, the pure white coat covering its body obscures it from predators."
0087,HeartGold,"Its streamlined body has little drag in water. The colder the temperature, the friskier it gets."
0087,SoulSilver,It loves frigid seas with ice floes. It uses its long tail to change swimming direction quickly.
0087,Black / White,"In snow, the pure white coat covering its body obscures it from predators."
0087,Black 2 / White 2,"Its streamlined body has low resistance, and it swims around cold oceans at a speed of eight knots."
0087,X,"Its body is covered with a pure white fur. The colder the weather, the more active it becomes."
0087,Y,"Its streamlined body has little drag in water. The colder the temperature, the friskier it gets."
0087,Omega Ruby / Alpha Sapphire,Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
0087,Ultra Sun,"It swims through the ocean at a speed of eight knots, searching for Pokémon that will become its prey. It’s especially fond of Wishiwashi."
0087,Ultra Moon,It sunbathes on the beach after meals. The rise in its body temperature helps its digestion.
0087,Let's Go Pikachu / Let's Go Eevee,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters."
0087,Brilliant Diamond / Shining Pearl,"In snow, the pure white coat covering its body obscures it from predators."
0088,Red / Blue,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
0088,Yellow,Made of hardened sludge. It smells too putrid to touch. Even weeds won’t grow in its path.
0088,Gold,"As it moves, it loses bits of its body from which new GRIMER emerge. This worsens the stench around it."
0088,Silver,"Wherever GRIMER has passed, so many germs are left behind that no plants will ever grow again."
0088,Crystal,"When two of these POKéMON’s bodies are combined together, new poisons are created."
0088,Ruby,"GRIMER’s sludgy and rubbery body can be forced through any opening, however small it may be. This POKéMON enters sewer pipes to drink filthy wastewater."
0088,Sapphire,GRIMER emerged from the sludge that settled on a polluted seabed. This POKéMON loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.
0088,FireRed,Sludge exposed to X rays from the moon transformed into GRIMER. It loves feeding on filthy things.
0088,LeafGreen,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.
0088,Emerald,"Born from polluted sludge in the sea, GRIMER’s favorite food is anything filthy. They feed on wastewater pumped out from factories."
0088,Diamond / Pearl / Platinum,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.
0088,HeartGold,"As it moves, it loses bits of its body, from which new GRIMER emerge. This worsens the stench around it."
0088,SoulSilver,"Wherever GRIMER has passed, so many germs are left behind that no plants will ever grow again."
0088,Black / White,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.
0088,Black 2 / White 2,"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies."
0088,X,Sludge exposed to X-rays from the moon transformed into Grimer. It loves feeding on filthy things.
0088,Y,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.
0088,Omega Ruby,"Grimer’s sludgy and rubbery body can be forced through any opening, however small it may be. This Pokémon enters sewer pipes to drink filthy wastewater."
0088,Alpha Sapphire,Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.
0088,Sun,Its main source of food is the slimy industrial waste of factories. This Pokémon’s numbers have been decreasing in recent years.
0088,Moon,"It was born from sludge transformed by exposure to X-rays from the moon. When its internal load of germs decreases, it dies."
0088,Ultra Sun,"It was born from sludge on the ocean floor. In a sterile environment, the germs within its body can’t multiply, and it dies."
